Year,Age,Industry,Employed
2006,60-64,Others,1.1
2006,65+,Manufacturing,2.6
2006,65+,Construction,1.2
2006,65+,Wholesale & Retail Trade,7.1
2006,65+,Transportation & Storage,3.8
2006,65+,Accommodation & Food Services,3.4
2006,65+,Information & Communications,0.1
2006,65+,Financial & Insurance Services,0.8
2006,65+,Real Estate Services,0.6
2006,65+,Professional Services,1.0
2006,65+,Administrative & Support Services,4.5
2006,65+,Public Administration & Education,1.4
2006,65+,Health & Social Services,1.0
2006,65+,"Arts, Entertainment & Recreation",0.5
2006,65+,"Other Community, Social & Personal Services",1.5
2006,65+,Others,0.5
2005,15-19,Manufacturing,0.1
2005,15-19,Construction,0.0
2005,15-19,Wholesale & Retail Trade,0.6
2005,15-19,Transportation & Storage,0.3
2005,15-19,Accommodation & Food Services,0.8
2005,15-19,Information & Communications,0.1
2005,15-19,Financial & Insurance Services,0.0
2005,15-19,Real Estate Services,0.0
2005,15-19,Professional Services,0.1
2005,15-19,Administrative & Support Services,0.2
2005,15-19,Public Administration & Education,10.1
2005,15-19,Health & Social Services,0.0
2005,15-19,"Arts, Entertainment & Recreation",0.1
2005,15-19,"Other Community, Social & Personal Services",0.1
2005,15-19,Others,0.0
2005,20-24,Manufacturing,5.3
2005,20-24,Construction,0.9
2005,20-24,Wholesale & Retail Trade,6.7
2005,20-24,Transportation & Storage,2.9
2005,20-24,Accommodation & Food Services,3.1
2005,20-24,Information & Communications,1.7
2005,20-24,Financial & Insurance Services,1.3
2005,20-24,Real Estate Services,0.5
2005,20-24,Professional Services,1.5
2005,20-24,Administrative & Support Services,2.5
2005,20-24,Public Administration & Education,32.6
2005,20-24,Health & Social Services,0.3
2005,20-24,"Arts, Entertainment & Recreation",0.7
2005,20-24,"Other Community, Social & Personal Services",0.9
2005,20-24,Others,0.4
2005,25-29,Manufacturing,18.7
2005,25-29,Construction,3.8
2005,25-29,Wholesale & Retail Trade,17.4
2005,25-29,Transportation & Storage,7.4
2005,25-29,Accommodation & Food Services,3.8
2005,25-29,Information & Communications,7.5
2005,25-29,Financial & Insurance Services,6.2
2005,25-29,Real Estate Services,2.1
2005,25-29,Professional Services,7.2
2005,25-29,Administrative & Support Services,3.3
2005,25-29,Public Administration & Education,18.2
2005,25-29,Health & Social Services,1.2
2005,25-29,"Arts, Entertainment & Recreation",1.2
2005,25-29,"Other Community, Social & Personal Services",2.3
2005,25-29,Others,1.0
2005,30-34,Manufacturing,26.6
2005,30-34,Construction,7.6
2005,30-34,Wholesale & Retail Trade,22.8
2005,30-34,Transportation & Storage,12.3
2005,30-34,Accommodation & Food Services,4.3
2005,30-34,Information & Communications,9.4
2005,30-34,Financial & Insurance Services,9.2
2005,30-34,Real Estate Services,2.8
2005,30-34,Professional Services,8.9
2005,30-34,Administrative & Support Services,4.3
2005,30-34,Public Administration & Education,12.8
2005,30-34,Health & Social Services,1.8
2005,30-34,"Arts, Entertainment & Recreation",1.3
2005,30-34,"Other Community, Social & Personal Services",2.9
2005,30-34,Others,1.4
2005,35-39,Manufacturing,30.6
2005,35-39,Construction,10.9
2005,35-39,Wholesale & Retail Trade,25.4
2005,35-39,Transportation & Storage,14.8
2005,35-39,Accommodation & Food Services,5.4
2005,35-39,Information & Communications,7.2
2005,35-39,Financial & Insurance Services,8.0
2005,35-39,Real Estate Services,2.7
2005,35-39,Professional Services,8.8
2005,35-39,Administrative & Support Services,5.2
2005,35-39,Public Administration & Education,9.6
2005,35-39,Health & Social Services,2.0
2005,35-39,"Arts, Entertainment & Recreation",1.2
2005,35-39,"Other Community, Social & Personal Services",3.4
2005,35-39,Others,1.9
2005,40-44,Manufacturing,30.9
2005,40-44,Construction,15.8
2005,40-44,Wholesale & Retail Trade,28.5
2005,40-44,Transportation & Storage,18.8
2005,40-44,Accommodation & Food Services,7.2
2005,40-44,Information & Communications,4.9
2005,40-44,Financial & Insurance Services,6.6
2005,40-44,Real Estate Services,3.2
2005,40-44,Professional Services,8.0
2005,40-44,Administrative & Support Services,5.8
2005,40-44,Public Administration & Education,9.5
2005,40-44,Health & Social Services,2.3
2005,40-44,"Arts, Entertainment & Recreation",1.2
2005,40-44,"Other Community, Social & Personal Services",5.0
2005,40-44,Others,2.3
2005,45-49,Manufacturing,24.4
2005,45-49,Construction,13.2
2005,45-49,Wholesale & Retail Trade,25.2
2005,45-49,Transportation & Storage,23.6
2005,45-49,Accommodation & Food Services,8.0
2005,45-49,Information & Communications,3.0
2005,45-49,Financial & Insurance Services,5.5
2005,45-49,Real Estate Services,3.4
2005,45-49,Professional Services,6.0
2005,45-49,Administrative & Support Services,5.7
2005,45-49,Public Administration & Education,7.8
2005,45-49,Health & Social Services,1.8
2005,45-49,"Arts, Entertainment & Recreation",1.3
2005,45-49,"Other Community, Social & Personal Services",5.0
2005,45-49,Others,2.5
2005,50-54,Manufacturing,18.1
2005,50-54,Construction,9.7
2005,50-54,Wholesale & Retail Trade,19.3
2005,50-54,Transportation & Storage,22.2
2005,50-54,Accommodation & Food Services,6.3
2005,50-54,Information & Communications,2.0
2005,50-54,Financial & Insurance Services,4.0
2005,50-54,Real Estate Services,2.4
2005,50-54,Professional Services,4.2
2005,50-54,Administrative & Support Services,6.2
2005,50-54,Public Administration & Education,6.7
2005,50-54,Health & Social Services,1.6
2005,50-54,"Arts, Entertainment & Recreation",1.2
2005,50-54,"Other Community, Social & Personal Services",3.6
2005,50-54,Others,2.5
2005,55-59,Manufacturing,10.1
2005,55-59,Construction,5.6
2005,55-59,Wholesale & Retail Trade,12.9
2005,55-59,Transportation & Storage,13.7
2005,55-59,Accommodation & Food Services,5.3
2005,55-59,Information & Communications,0.9
2005,55-59,Financial & Insurance Services,2.6
2005,55-59,Real Estate Services,1.7
2005,55-59,Professional Services,2.4
2005,55-59,Administrative & Support Services,4.7
2005,55-59,Public Administration & Education,4.7
2005,55-59,Health & Social Services,1.4
2005,55-59,"Arts, Entertainment & Recreation",0.8
2005,55-59,"Other Community, Social & Personal Services",2.7
2005,55-59,Others,1.9
2005,60-64,Manufacturing,3.1
2005,60-64,Construction,1.8
2005,60-64,Wholesale & Retail Trade,5.7
2005,60-64,Transportation & Storage,5.5
2005,60-64,Accommodation & Food Services,2.6
2005,60-64,Information & Communications,0.2
2005,60-64,Financial & Insurance Services,0.8
2005,60-64,Real Estate Services,0.6
2005,60-64,Professional Services,1.2
2005,60-64,Administrative & Support Services,2.5
2005,60-64,Public Administration & Education,1.6
2005,60-64,Health & Social Services,0.7
2005,60-64,"Arts, Entertainment & Recreation",0.4
2005,60-64,"Other Community, Social & Personal Services",1.5
2005,60-64,Others,1.0
2005,65+,Manufacturing,1.9
2005,65+,Construction,1.0
2005,65+,Wholesale & Retail Trade,5.6
2005,65+,Transportation & Storage,2.7
2005,65+,Accommodation & Food Services,2.7
2005,65+,Information & Communications,0.2
2005,65+,Financial & Insurance Services,0.7
2005,65+,Real Estate Services,0.5
2005,65+,Professional Services,0.9
2005,65+,Administrative & Support Services,3.3
2005,65+,Public Administration & Education,0.7
2005,65+,Health & Social Services,0.6
2005,65+,"Arts, Entertainment & Recreation",0.5
2005,65+,"Other Community, Social & Personal Services",1.2
2005,65+,Others,0.3
2004,15-19,Manufacturing,0.4
2004,15-19,Construction,0.2
2004,15-19,Wholesale & Retail Trade,1.3
2004,15-19,Transportation & Storage,0.3
2004,15-19,Accommodation & Food Services,1.8
2004,15-19,Information & Communications,0.2
2004,15-19,Financial & Insurance Services,0.1
2004,15-19,Real Estate Services,0.0
2004,15-19,Professional Services,0.2
2004,15-19,Administrative & Support Services,0.2
2004,15-19,Public Administration & Education,9.4
2004,15-19,Health & Social Services,0.0
2004,15-19,"Arts, Entertainment & Recreation",0.0
2004,15-19,"Other Community, Social & Personal Services",0.1
2004,15-19,Others,0.0
2004,20-24,Manufacturing,4.0
2004,20-24,Construction,1.3
2004,20-24,Wholesale & Retail Trade,5.7
2004,20-24,Transportation & Storage,2.3
2004,20-24,Accommodation & Food Services,3.4
2004,20-24,Information & Communications,2.0
2004,20-24,Financial & Insurance Services,1.0
2004,20-24,Real Estate Services,0.4
2004,20-24,Professional Services,1.1
2004,20-24,Administrative & Support Services,1.7
2004,20-24,Public Administration & Education,44.9
2004,20-24,Health & Social Services,0.4
2004,20-24,"Arts, Entertainment & Recreation",0.4
2004,20-24,"Other Community, Social & Personal Services",1.0
2004,20-24,Others,0.2
2004,25-29,Manufacturing,18.3
2004,25-29,Construction,3.9
2004,25-29,Wholesale & Retail Trade,14.6
2004,25-29,Transportation & Storage,7.0
2004,25-29,Accommodation & Food Services,4.0
2004,25-29,Information & Communications,7.2
2004,25-29,Financial & Insurance Services,4.6
2004,25-29,Real Estate Services,1.4
2004,25-29,Professional Services,5.9
2004,25-29,Administrative & Support Services,3.4
2004,25-29,Public Administration & Education,21.3
2004,25-29,Health & Social Services,1.6
2004,25-29,"Arts, Entertainment & Recreation",0.8
2004,25-29,"Other Community, Social & Personal Services",2.0
2004,25-29,Others,1.1
2004,30-34,Manufacturing,27.3
2004,30-34,Construction,8.6
2004,30-34,Wholesale & Retail Trade,22.7
2004,30-34,Transportation & Storage,11.7
2004,30-34,Accommodation & Food Services,4.8
2004,30-34,Information & Communications,10.3
2004,30-34,Financial & Insurance Services,8.1
2004,30-34,Real Estate Services,3.0
2004,30-34,Professional Services,6.6
2004,30-34,Administrative & Support Services,4.0
2004,30-34,Public Administration & Education,11.9
2004,30-34,Health & Social Services,2.2
2004,30-34,"Arts, Entertainment & Recreation",1.0
2004,30-34,"Other Community, Social & Personal Services",2.6
2004,30-34,Others,2.0
2004,35-39,Manufacturing,32.1
2004,35-39,Construction,11.5
2004,35-39,Wholesale & Retail Trade,21.0
2004,35-39,Transportation & Storage,15.3
2004,35-39,Accommodation & Food Services,5.6
2004,35-39,Information & Communications,7.5
2004,35-39,Financial & Insurance Services,7.6
2004,35-39,Real Estate Services,3.2
2004,35-39,Professional Services,6.2
2004,35-39,Administrative & Support Services,4.4
2004,35-39,Public Administration & Education,10.0
2004,35-39,Health & Social Services,1.7
2004,35-39,"Arts, Entertainment & Recreation",0.9
2004,35-39,"Other Community, Social & Personal Services",3.2
2004,35-39,Others,1.9
2004,40-44,Manufacturing,33.4
2004,40-44,Construction,18.0
2004,40-44,Wholesale & Retail Trade,25.8
2004,40-44,Transportation & Storage,18.7
2004,40-44,Accommodation & Food Services,7.9
2004,40-44,Information & Communications,4.6
2004,40-44,Financial & Insurance Services,5.9
2004,40-44,Real Estate Services,3.4
2004,40-44,Professional Services,5.9
2004,40-44,Administrative & Support Services,5.8
2004,40-44,Public Administration & Education,10.2
2004,40-44,Health & Social Services,2.3
2004,40-44,"Arts, Entertainment & Recreation",0.8
2004,40-44,"Other Community, Social & Personal Services",4.4
2004,40-44,Others,2.5
2004,45-49,Manufacturing,27.9
2004,45-49,Construction,14.8
2004,45-49,Wholesale & Retail Trade,24.5
2004,45-49,Transportation & Storage,23.8
2004,45-49,Accommodation & Food Services,7.6
2004,45-49,Information & Communications,4.0
2004,45-49,Financial & Insurance Services,4.5
2004,45-49,Real Estate Services,3.0
2004,45-49,Professional Services,4.1
2004,45-49,Administrative & Support Services,5.6
2004,45-49,Public Administration & Education,8.2
2004,45-49,Health & Social Services,1.6
2004,45-49,"Arts, Entertainment & Recreation",1.1
2004,45-49,"Other Community, Social & Personal Services",5.4
2004,45-49,Others,3.1
2004,50-54,Manufacturing,20.6
2004,50-54,Construction,10.6
2004,50-54,Wholesale & Retail Trade,17.4
2004,50-54,Transportation & Storage,22.4
2004,50-54,Accommodation & Food Services,7.4
2004,50-54,Information & Communications,2.3
2004,50-54,Financial & Insurance Services,2.6
2004,50-54,Real Estate Services,2.5
2004,50-54,Professional Services,3.8
2004,50-54,Administrative & Support Services,6.0
2004,50-54,Public Administration & Education,6.5
2004,50-54,Health & Social Services,1.7
2004,50-54,"Arts, Entertainment & Recreation",0.7
2004,50-54,"Other Community, Social & Personal Services",3.6
2004,50-54,Others,2.6
2004,55-59,Manufacturing,12.1
2004,55-59,Construction,5.3
2004,55-59,Wholesale & Retail Trade,11.2
2004,55-59,Transportation & Storage,14.3
2004,55-59,Accommodation & Food Services,5.1
2004,55-59,Information & Communications,1.2
2004,55-59,Financial & Insurance Services,2.3
2004,55-59,Real Estate Services,1.5
2004,55-59,Professional Services,1.9
2004,55-59,Administrative & Support Services,4.2
2004,55-59,Public Administration & Education,4.7
2004,55-59,Health & Social Services,1.1
2004,55-59,"Arts, Entertainment & Recreation",0.5
2004,55-59,"Other Community, Social & Personal Services",2.1
2004,55-59,Others,2.3
2004,60-64,Manufacturing,4.3
2004,60-64,Construction,2.1
2004,60-64,Wholesale & Retail Trade,6.2
2004,60-64,Transportation & Storage,5.5
2004,60-64,Accommodation & Food Services,2.8
2004,60-64,Information & Communications,0.1
2004,60-64,Financial & Insurance Services,0.7
2004,60-64,Real Estate Services,0.5
2004,60-64,Professional Services,0.8
2004,60-64,Administrative & Support Services,2.9
2004,60-64,Public Administration & Education,1.7
2004,60-64,Health & Social Services,0.9
2004,60-64,"Arts, Entertainment & Recreation",0.4
2004,60-64,"Other Community, Social & Personal Services",1.2
2004,60-64,Others,0.9
2004,65+,Manufacturing,2.2
2004,65+,Construction,1.2
2004,65+,Wholesale & Retail Trade,4.9
2004,65+,Transportation & Storage,3.0
2004,65+,Accommodation & Food Services,2.0
2004,65+,Information & Communications,0.3
2004,65+,Financial & Insurance Services,0.4
2004,65+,Real Estate Services,0.4
2004,65+,Professional Services,0.6
2004,65+,Administrative & Support Services,2.7
2004,65+,Public Administration & Education,0.7
2004,65+,Health & Social Services,0.6
2004,65+,"Arts, Entertainment & Recreation",0.3
2004,65+,"Other Community, Social & Personal Services",1.4
2004,65+,Others,0.2
2003,15-19,Manufacturing,0.4
2003,15-19,Construction,0.1
2003,15-19,Wholesale & Retail Trade,1.2
2003,15-19,Transportation & Storage,0.1
2003,15-19,Accommodation & Food Services,1.9
2003,15-19,Information & Communications,0.2
2003,15-19,Financial & Insurance Services,0.1
2003,15-19,Real Estate Services,0.0
2003,15-19,Professional Services,0.0
2003,15-19,Administrative & Support Services,0.2
2003,15-19,Public Administration & Education,9.6
2003,15-19,Health & Social Services,0.2
2003,15-19,"Arts, Entertainment & Recreation",0.1
2003,15-19,"Other Community, Social & Personal Services",0.1
2003,15-19,Others,0.0
2003,20-24,Manufacturing,3.6
2003,20-24,Construction,0.8
2003,20-24,Wholesale & Retail Trade,4.8
2003,20-24,Transportation & Storage,2.3
2003,20-24,Accommodation & Food Services,3.0
2003,20-24,Information & Communications,1.3
2003,20-24,Financial & Insurance Services,0.6
2003,20-24,Real Estate Services,0.2
2003,20-24,Professional Services,0.8
2003,20-24,Administrative & Support Services,1.9
2003,20-24,Public Administration & Education,45.8
2003,20-24,Health & Social Services,0.3
2003,20-24,"Arts, Entertainment & Recreation",0.3
2003,20-24,"Other Community, Social & Personal Services",0.8
2003,20-24,Others,0.3
2003,25-29,Manufacturing,20.1
2003,25-29,Construction,4.4
2003,25-29,Wholesale & Retail Trade,12.4
2003,25-29,Transportation & Storage,8.3
2003,25-29,Accommodation & Food Services,3.7
2003,25-29,Information & Communications,7.3
2003,25-29,Financial & Insurance Services,5.0
2003,25-29,Real Estate Services,1.3
2003,25-29,Professional Services,5.7
2003,25-29,Administrative & Support Services,3.4
2003,25-29,Public Administration & Education,20.3
2003,25-29,Health & Social Services,1.6
2003,25-29,"Arts, Entertainment & Recreation",0.8
2003,25-29,"Other Community, Social & Personal Services",2.1
2003,25-29,Others,1.1
2003,30-34,Manufacturing,30.1
2003,30-34,Construction,9.9
2003,30-34,Wholesale & Retail Trade,18.5
2003,30-34,Transportation & Storage,12.0
2003,30-34,Accommodation & Food Services,4.5
2003,30-34,Information & Communications,12.1
2003,30-34,Financial & Insurance Services,7.7
2003,30-34,Real Estate Services,2.7
2003,30-34,Professional Services,5.6
2003,30-34,Administrative & Support Services,4.2
2003,30-34,Public Administration & Education,11.9
2003,30-34,Health & Social Services,2.1
2003,30-34,"Arts, Entertainment & Recreation",1.0
2003,30-34,"Other Community, Social & Personal Services",2.4
2003,30-34,Others,1.5
2003,35-39,Manufacturing,37.3
2003,35-39,Construction,13.3
2003,35-39,Wholesale & Retail Trade,22.4
2003,35-39,Transportation & Storage,15.1
2003,35-39,Accommodation & Food Services,6.0
2003,35-39,Information & Communications,7.5
2003,35-39,Financial & Insurance Services,6.6
2003,35-39,Real Estate Services,2.4
2003,35-39,Professional Services,6.2
2003,35-39,Administrative & Support Services,5.2
2003,35-39,Public Administration & Education,11.3
2003,35-39,Health & Social Services,2.1
2003,35-39,"Arts, Entertainment & Recreation",0.6
2003,35-39,"Other Community, Social & Personal Services",3.5
2003,35-39,Others,2.3
2003,40-44,Manufacturing,32.7
2003,40-44,Construction,17.1
2003,40-44,Wholesale & Retail Trade,22.6
2003,40-44,Transportation & Storage,21.3
2003,40-44,Accommodation & Food Services,7.5
2003,40-44,Information & Communications,4.3
2003,40-44,Financial & Insurance Services,4.7
2003,40-44,Real Estate Services,4.5
2003,40-44,Professional Services,5.0
2003,40-44,Administrative & Support Services,5.4
2003,40-44,Public Administration & Education,10.2
2003,40-44,Health & Social Services,2.0
2003,40-44,"Arts, Entertainment & Recreation",1.6
2003,40-44,"Other Community, Social & Personal Services",4.7
2003,40-44,Others,2.3
2003,45-49,Manufacturing,27.6
2003,45-49,Construction,14.7
2003,45-49,Wholesale & Retail Trade,21.2
2003,45-49,Transportation & Storage,24.4
2003,45-49,Accommodation & Food Services,7.9
2003,45-49,Information & Communications,3.7
2003,45-49,Financial & Insurance Services,4.2
2003,45-49,Real Estate Services,2.3
2003,45-49,Professional Services,3.9
2003,45-49,Administrative & Support Services,5.4
2003,45-49,Public Administration & Education,8.6
2003,45-49,Health & Social Services,1.7
2003,45-49,"Arts, Entertainment & Recreation",1.0
2003,45-49,"Other Community, Social & Personal Services",5.2
2003,45-49,Others,2.8
2003,50-54,Manufacturing,19.7
2003,50-54,Construction,10.6
2003,50-54,Wholesale & Retail Trade,17.4
2003,50-54,Transportation & Storage,21.2
2003,50-54,Accommodation & Food Services,7.4
2003,50-54,Information & Communications,2.3
2003,50-54,Financial & Insurance Services,3.2
2003,50-54,Real Estate Services,2.9
2003,50-54,Professional Services,2.8
2003,50-54,Administrative & Support Services,4.4
2003,50-54,Public Administration & Education,5.3
2003,50-54,Health & Social Services,1.3
2003,50-54,"Arts, Entertainment & Recreation",1.0
2003,50-54,"Other Community, Social & Personal Services",3.8
2003,50-54,Others,2.0
2003,55-59,Manufacturing,10.8
2003,55-59,Construction,5.8
2003,55-59,Wholesale & Retail Trade,10.9
2003,55-59,Transportation & Storage,12.1
2003,55-59,Accommodation & Food Services,4.2
2003,55-59,Information & Communications,1.1
2003,55-59,Financial & Insurance Services,2.2
2003,55-59,Real Estate Services,1.5
2003,55-59,Professional Services,1.5
2003,55-59,Administrative & Support Services,3.1
2003,55-59,Public Administration & Education,4.5
2003,55-59,Health & Social Services,1.2
2003,55-59,"Arts, Entertainment & Recreation",0.8
2003,55-59,"Other Community, Social & Personal Services",2.1
2003,55-59,Others,1.4
2003,60-64,Manufacturing,3.4
2003,60-64,Construction,2.3
2003,60-64,Wholesale & Retail Trade,6.2
2003,60-64,Transportation & Storage,5.8
2003,60-64,Accommodation & Food Services,3.8
2003,60-64,Information & Communications,0.2
2003,60-64,Financial & Insurance Services,0.9
2003,60-64,Real Estate Services,0.3
2003,60-64,Professional Services,1.0
2003,60-64,Administrative & Support Services,2.7
2003,60-64,Public Administration & Education,1.6
2003,60-64,Health & Social Services,0.5
2003,60-64,"Arts, Entertainment & Recreation",0.4
2003,60-64,"Other Community, Social & Personal Services",0.9
2003,60-64,Others,1.2
2003,65+,Manufacturing,2.1
2003,65+,Construction,1.1
2003,65+,Wholesale & Retail Trade,5.2
2003,65+,Transportation & Storage,3.2
2003,65+,Accommodation & Food Services,3.1
2003,65+,Information & Communications,0.1
2003,65+,Financial & Insurance Services,0.3
2003,65+,Real Estate Services,0.6
2003,65+,Professional Services,0.3
2003,65+,Administrative & Support Services,3.3
2003,65+,Public Administration & Education,0.9
2003,65+,Health & Social Services,0.8
2003,65+,"Arts, Entertainment & Recreation",0.4
2003,65+,"Other Community, Social & Personal Services",1.0
2003,65+,Others,0.5
2002,15-19,Manufacturing,0.3
2002,15-19,Construction,0.1
2002,15-19,Wholesale & Retail Trade,0.9
2002,15-19,Transportation & Storage,0.4
2002,15-19,Accommodation & Food Services,1.7
2002,15-19,Information & Communications,0.2
2002,15-19,Financial & Insurance Services,0.1
2002,15-19,Real Estate Services,0.0
2002,15-19,Professional Services,0.1
2002,15-19,Administrative & Support Services,0.3
2002,15-19,Public Administration & Education,8.7
2002,15-19,Health & Social Services,0.0
2002,15-19,"Arts, Entertainment & Recreation",0.0
2002,15-19,"Other Community, Social & Personal Services",0.2
2002,15-19,Others,0.1
2002,20-24,Manufacturing,4.7
2002,20-24,Construction,1.3
2002,20-24,Wholesale & Retail Trade,5.4
2002,20-24,Transportation & Storage,2.2
2002,20-24,Accommodation & Food Services,2.5
2002,20-24,Information & Communications,1.3
2002,20-24,Financial & Insurance Services,0.7
2002,20-24,Real Estate Services,0.2
2002,20-24,Professional Services,0.8
2002,20-24,Administrative & Support Services,1.3
2002,20-24,Public Administration & Education,43.5
2002,20-24,Health & Social Services,0.3
2002,20-24,"Arts, Entertainment & Recreation",0.5
2002,20-24,"Other Community, Social & Personal Services",0.9
2002,20-24,Others,0.3
2002,25-29,Manufacturing,20.1
2002,25-29,Construction,6.0
2002,25-29,Wholesale & Retail Trade,13.3
2002,25-29,Transportation & Storage,9.6
2002,25-29,Accommodation & Food Services,4.1
2002,25-29,Information & Communications,8.9
2002,25-29,Financial & Insurance Services,5.0
2002,25-29,Real Estate Services,1.5
2002,25-29,Professional Services,4.7
2002,25-29,Administrative & Support Services,3.1
2002,25-29,Public Administration & Education,16.2
2002,25-29,Health & Social Services,1.4
2002,25-29,"Arts, Entertainment & Recreation",0.7
2002,25-29,"Other Community, Social & Personal Services",2.5
2002,25-29,Others,1.4
2002,30-34,Manufacturing,28.5
2002,30-34,Construction,8.7
2002,30-34,Wholesale & Retail Trade,21.3
2002,30-34,Transportation & Storage,12.5
2002,30-34,Accommodation & Food Services,4.3
2002,30-34,Information & Communications,9.4
2002,30-34,Financial & Insurance Services,7.4
2002,30-34,Real Estate Services,2.2
2002,30-34,Professional Services,5.6
2002,30-34,Administrative & Support Services,4.4
2002,30-34,Public Administration & Education,12.0
2002,30-34,Health & Social Services,2.0
2002,30-34,"Arts, Entertainment & Recreation",0.8
2002,30-34,"Other Community, Social & Personal Services",3.8
2002,30-34,Others,1.4
2002,35-39,Manufacturing,38.6
2002,35-39,Construction,15.9
2002,35-39,Wholesale & Retail Trade,24.8
2002,35-39,Transportation & Storage,18.5
2002,35-39,Accommodation & Food Services,6.5
2002,35-39,Information & Communications,6.7
2002,35-39,Financial & Insurance Services,6.4
2002,35-39,Real Estate Services,2.6
2002,35-39,Professional Services,5.5
2002,35-39,Administrative & Support Services,4.9
2002,35-39,Public Administration & Education,9.4
2002,35-39,Health & Social Services,2.0
2002,35-39,"Arts, Entertainment & Recreation",1.3
2002,35-39,"Other Community, Social & Personal Services",4.3
2002,35-39,Others,2.4
2002,40-44,Manufacturing,33.1
2002,40-44,Construction,17.8
2002,40-44,Wholesale & Retail Trade,23.0
2002,40-44,Transportation & Storage,22.2
2002,40-44,Accommodation & Food Services,7.8
2002,40-44,Information & Communications,5.2
2002,40-44,Financial & Insurance Services,6.2
2002,40-44,Real Estate Services,3.5
2002,40-44,Professional Services,4.1
2002,40-44,Administrative & Support Services,5.5
2002,40-44,Public Administration & Education,9.4
2002,40-44,Health & Social Services,1.9
2002,40-44,"Arts, Entertainment & Recreation",1.2
2002,40-44,"Other Community, Social & Personal Services",4.4
2002,40-44,Others,1.9
2002,45-49,Manufacturing,24.9
2002,45-49,Construction,15.2
2002,45-49,Wholesale & Retail Trade,19.1
2002,45-49,Transportation & Storage,23.0
2002,45-49,Accommodation & Food Services,8.0
2002,45-49,Information & Communications,3.2
2002,45-49,Financial & Insurance Services,4.0
2002,45-49,Real Estate Services,3.8
2002,45-49,Professional Services,4.1
2002,45-49,Administrative & Support Services,4.0
2002,45-49,Public Administration & Education,7.2
2002,45-49,Health & Social Services,1.6
2002,45-49,"Arts, Entertainment & Recreation",1.4
2002,45-49,"Other Community, Social & Personal Services",4.8
2002,45-49,Others,3.0
2002,50-54,Manufacturing,18.9
2002,50-54,Construction,9.4
2002,50-54,Wholesale & Retail Trade,17.4
2002,50-54,Transportation & Storage,21.6
2002,50-54,Accommodation & Food Services,7.0
2002,50-54,Information & Communications,2.2
2002,50-54,Financial & Insurance Services,4.2
2002,50-54,Real Estate Services,2.3
2002,50-54,Professional Services,2.1
2002,50-54,Administrative & Support Services,4.3
2002,50-54,Public Administration & Education,6.4
2002,50-54,Health & Social Services,1.2
2002,50-54,"Arts, Entertainment & Recreation",1.0
2002,50-54,"Other Community, Social & Personal Services",3.7
2002,50-54,Others,2.5
2002,55-59,Manufacturing,8.2
2002,55-59,Construction,4.2
2002,55-59,Wholesale & Retail Trade,10.1
2002,55-59,Transportation & Storage,10.2
2002,55-59,Accommodation & Food Services,4.1
2002,55-59,Information & Communications,0.6
2002,55-59,Financial & Insurance Services,1.3
2002,55-59,Real Estate Services,1.5
2002,55-59,Professional Services,1.2
2002,55-59,Administrative & Support Services,3.1
2002,55-59,Public Administration & Education,4.6
2002,55-59,Health & Social Services,1.1
2002,55-59,"Arts, Entertainment & Recreation",0.7
2002,55-59,"Other Community, Social & Personal Services",2.2
2002,55-59,Others,1.5
2002,60-64,Manufacturing,3.3
2002,60-64,Construction,2.2
2002,60-64,Wholesale & Retail Trade,6.1
2002,60-64,Transportation & Storage,5.9
2002,60-64,Accommodation & Food Services,3.0
2002,60-64,Information & Communications,0.6
2002,60-64,Financial & Insurance Services,0.9
2002,60-64,Real Estate Services,0.4
2002,60-64,Professional Services,1.0
2002,60-64,Administrative & Support Services,2.7
2002,60-64,Public Administration & Education,1.7
2002,60-64,Health & Social Services,0.8
2002,60-64,"Arts, Entertainment & Recreation",0.4
2002,60-64,"Other Community, Social & Personal Services",1.3
2002,60-64,Others,0.8
2002,65+,Manufacturing,2.6
2002,65+,Construction,0.7
2002,65+,Wholesale & Retail Trade,4.7
2002,65+,Transportation & Storage,2.9
2002,65+,Accommodation & Food Services,2.4
2002,65+,Information & Communications,0.2
2002,65+,Financial & Insurance Services,0.6
2002,65+,Real Estate Services,0.5
2002,65+,Professional Services,0.6
2002,65+,Administrative & Support Services,3.5
2002,65+,Public Administration & Education,0.6
2002,65+,Health & Social Services,0.4
2002,65+,"Arts, Entertainment & Recreation",0.6
2002,65+,"Other Community, Social & Personal Services",1.3
2002,65+,Others,0.2
2001,15-19,Manufacturing,0.7
2001,15-19,Construction,0.2
2001,15-19,Wholesale & Retail Trade,1.7
2001,15-19,Transportation & Storage,0.3
2001,15-19,Accommodation & Food Services,2.2
2001,15-19,Information & Communications,0.3
2001,15-19,Financial & Insurance Services,0.2
2001,15-19,Real Estate Services,0.0
2001,15-19,Professional Services,0.0
2001,15-19,Administrative & Support Services,0.2
2001,15-19,Public Administration & Education,12.7
2001,15-19,Health & Social Services,0.1
2001,15-19,"Arts, Entertainment & Recreation",0.1
2001,15-19,"Other Community, Social & Personal Services",0.1
2001,15-19,Others,0.1
2001,20-24,Manufacturing,5.0
2001,20-24,Construction,1.4
2001,20-24,Wholesale & Retail Trade,5.8
2001,20-24,Transportation & Storage,3.1
2001,20-24,Accommodation & Food Services,3.0
2001,20-24,Information & Communications,2.5
2001,20-24,Financial & Insurance Services,1.2
